,Room Details,City,Ward,Negotiable,Monthly Rent,Available Now?,Size in squared meters,Deposit in Yen,Deposit Required?,Key Price in Yen,Key Payment Required?,Floor Data,Year,Building Age,Closest Station,Time to Nearest Station,Bus Requried?
3036,1K APARTMENT,TAKASHIMADAIRA,ITABASHI,No,54000.0,No,16.51,49000,Yes,0,No,4 / 5,1987,34,Nishidai Station,3,No
3037,2LDK APARTMENT,NAKANO,NAKANO,No,262000.0,No,60.27,255000,Yes,255000,Yes,1 / 3,2020,1,Nakano Station,6,No
3038,1K APARTMENT,TAKAMATSUCHO,TACHIKAWA,No,67500.0,No,20.44,0,No,0,No,1 / 2,2012,9,Tachikawa Station,14,No
3039,1K APARTMENT,TOKIWAMACHI,MACHIDA,No,50000.0,No,20.7,0,No,0,No,2 / 2,1998,23,Yabe Station,25,No
3041,1K APARTMENT,MINAMICHO,NISHITOKYO,No,62000.0,No,19.87,0,No,0,No,2 / 2,2001,20,Tanashi Station,10,No
3042,1K APARTMENT,NAGASAKI,TOSHIMA,No,60000.0,No,17.0,0,No,0,No,1 / 3,1994,27,Shiina Machi Station,6,No
3043,1K APARTMENT,DAITA,SETAGAYA,No,67000.0,No,15.67,65000,Yes,0,No,1 / 3,1986,35,Shimokitazawa Station,5,No
3045,2K APARTMENT,AYASE,ADACHI,No,60928.0,Yes,29.16,56000,Yes,0,No,3 / 3,1979,42,Aoi Station,13,No
3046,1K APARTMENT,OI,SHINAGAWA,No,60500.0,No,12.81,0,No,0,No,2 / 2,1986,35,Nishioi Station,11,No
3047,3DK APARTMENT,MIYAMACHI,FUCHU,No,105000.0,No,57.44,95000,Yes,0,No,7 / 10,1987,34,Fuchu Keiba Seimon Mae Station,3,No
3048,1R APARTMENT,ASAHIGAOKA,NERIMA,No,57000.0,No,20.0,0,No,0,No,1 / 2,2009,12,Ekoda Station,8,No
3049,1R APARTMENT,SHIMORENJAKU,MITAKA,No,65000.0,No,20.35,0,No,0,No,3 / 5,1985,36,Mitaka Station,5,No
3050,1K APARTMENT,KITASHINJUKU,SHINJUKU,No,90000.0,No,21.0,0,No,0,No,1 / 7,2002,19,Seibushinjuku Station,9,No
3051,1R APARTMENT,KITASHINJUKU,SHINJUKU,No,88000.0,No,19.77,82000,Yes,0,No,3 / 3,1989,32,Nakanosakaue Station,8,No
3052,1R APARTMENT,YOYOGI,SHIBUYA,No,127000.0,No,36.71,120000,Yes,120000,Yes,3 / 4,1991,30,Sangubashi Station,6,No
3053,1R APARTMENT,KITASHINJUKU,SHINJUKU,No,53000.0,No,10.0,50000,Yes,0,No,2 / 2,1979,42,Nakanosakaue Station,10,No
3055,1K APARTMENT,HIGASHIGOTANDA,SHINAGAWA,No,99000.0,No,21.37,0,No,0,No,2 / 5,2006,15,Takanawadai Station,4,No
3057,1DK APARTMENT,NEGISHI,TAITO,No,90000.0,No,29.4,85000,Yes,0,No,1 / 5,2006,15,Uguisudani Station,4,No
3058,1K APARTMENT,YOKOTERAMACHI,SHINJUKU,No,144000.0,Yes,25.18,0,No,0,No,2 / 5,2020,1,Ushigome Kagurazaka Station,1,No
3059,2LDK APARTMENT,SHIRAITODAI,FUCHU,No,90000.0,No,51.45,168000,Yes,0,No,5 / 7,1998,23,Shiraitodai Station,5,No
3060,3DK APARTMENT,FUNABASHI,SETAGAYA,No,110000.0,No,48.6,110000,Yes,0,No,4 / 5,1987,34,Chitosefunabashi Station,15,No
3061,2LDK APARTMENT,KITASHINAGAWA(1-4-CHOME),SHINAGAWA,No,165000.0,No,53.9,165000,Yes,0,No,10 / 11,2000,21,Osaki Station,10,No
3062,1K APARTMENT,HOMMACHI,SHIBUYA,No,94000.0,No,20.63,0,No,0,No,1 / 3,2009,12,Hatagaya Station,8,No
3063,1R APARTMENT,HASUNE,ITABASHI,No,52000.0,No,15.19,0,No,0,No,2 / 7,1986,35,Hasune Station,4,No
3064,2LDK APARTMENT,HONAN,SUGINAMI,No,125000.0,No,57.5,0,No,0,No,4 / 5,1989,32,Hounanchou Station,4,No
3065,2DK APARTMENT,NISHIKASAI,EDOGAWA,No,82000.0,No,41.62,76000,Yes,0,No,2 / 4,1988,33,Nishikasai Station,10,No
3066,1R APARTMENT,NISHIIKEBUKURO,TOSHIMA,No,70000.0,No,18.0,70000,Yes,0,No,2 / 3,1989,32,Mejiro Station,6,No
3067,1R APARTMENT,MEJIRO,TOSHIMA,No,66000.0,No,16.93,62000,Yes,62000,Yes,2 / 3,1983,38,Mejiro Station,2,No
3068,1R APARTMENT,EBISUMINAMI,SHIBUYA,No,149000.0,No,39.15,149000,Yes,149000,Yes,2 / 4,1983,38,Ebisu Station,6,No
3069,1K APARTMENT,KOYAMA,NERIMA,No,50000.0,No,19.87,0,No,0,No,1 / 2,1987,34,Nakamurabashi Station,8,No
3070,1K APARTMENT,HIGASHIASAKAWAMACHI,HACHIOJI,No,48040.0,No,26.49,0,No,0,No,3 / 3,1998,23,Takao Station,23,No
3071,1R APARTMENT,TERAMACHI,HACHIOJI,No,46000.0,No,16.91,0,No,0,No,5 / 5,1988,33,Hachioji Station,7,No
3073,2K APARTMENT,HATAGAYA,SHIBUYA,No,177000.0,Yes,33.91,167000,Yes,0,No,9 / 13,2019,2,Hatagaya Station,4,No
3074,1R APARTMENT,KAMATAHONCHO,OTA,No,70000.0,No,17.41,0,No,0,No,3 / 3,2018,3,Kamata Station,10,No
3075,1R APARTMENT,NISHIMINEMACHI,OTA,No,68000.0,No,18.56,0,No,68000,Yes,3 / 8,1999,22,Mitakesan Station,4,No
3076,1K APARTMENT,OTSUKA,BUNKYO,No,58000.0,No,19.81,57000,Yes,0,No,1 / 2,1989,32,Shinotsuka Station,5,No
3077,1DK APARTMENT,HIGASHINIPPORI,ARAKAWA,No,77000.0,No,32.4,72000,Yes,0,No,2 / 7,1988,33,Minowa Station,6,No
3078,1R APARTMENT,NISHISHINJUKU,SHINJUKU,No,60000.0,No,15.75,55000,Yes,55000,Yes,5 / 11,1985,36,Nishi-shinjuku Station,7,No
3079,2K APARTMENT,HONCHO,HIGASHIMURAYAMA,No,55000.0,No,35.96,52000,Yes,0,No,1 / 3,1985,36,Higashimurayama Station,5,No
3080,1R APARTMENT,HONCHO,NAKANO,No,54000.0,No,13.68,49000,Yes,49000,Yes,2 / 4,1982,39,Nakanosakaue Station,6,No
3081,1DK APARTMENT,MITA,MINATO,No,185000.0,No,37.01,177000,Yes,0,No,3 / 12,2007,14,Sengakuji Station,5,No
3082,2LDK APARTMENT,HIRAKAWACHO,CHIYODA,No,380000.0,No,68.12,360000,Yes,360000,Yes,4 / 16,2014,7,Nagatacho Station,3,No
3083,2K APARTMENT,AOBADAI,MEGURO,No,105000.0,No,27.76,0,No,0,No,2 / 3,1988,33,Ikejiriohashi Station,8,No
3084,2LDK APARTMENT,WAKAMATSUCHO,SHINJUKU,No,206000.0,No,55.44,0,No,0,No,4 / 7,1988,33,Wakamatsu Kawada Station,3,No
3085,2LDK APARTMENT,HIGASHI,SHIBUYA,No,398000.0,No,75.33,191500,Yes,0,No,3 / 8,2003,18,Ebisu Station,8,No
3086,1K APARTMENT,KITAKAHEICHO,ADACHI,No,72550.0,No,19.87,0,No,0,No,2 / 3,2009,12,Kitaayase Station,10,No
3087,1R APARTMENT,HIGASHIIKEBUKURO,TOSHIMA,No,72000.0,No,16.38,66000,Yes,0,No,6 / 14,1987,34,Higashiikebukuro Yon Choume Station,2,No
3089,1R APARTMENT,OTOWA,BUNKYO,No,73000.0,No,22.77,68000,Yes,68000,Yes,8 / 10,1985,36,Gokokuji Station,5,No
3090,4LDK APARTMENT,KITAOTSUKA,TOSHIMA,No,200000.0,No,89.32,200000,Yes,200000,Yes,4 / 4,1969,52,Otsuka Station,2,No
3091,1K APARTMENT,TAKAIDONISHI,SUGINAMI,No,55000.0,No,16.12,0,No,0,No,3 / 4,1985,36,Takaido Station,8,No
3092,1K APARTMENT,ARAKAWA,ARAKAWA,No,61000.0,No,16.37,0,No,0,No,1 / 3,2012,9,Mikawashima Station,7,No
3093,1R APARTMENT,SAKURAGAOKACHO,SHIBUYA,No,90000.0,No,18.25,0,No,0,No,5 / 5,1982,39,Shibuya Station,4,No
3094,1R APARTMENT,IKENOHATA,TAITO,No,70000.0,No,23.25,0,No,0,No,1 / 4,2007,14,Nezu Station,5,No
3095,1LDK APARTMENT,TSUKUDOHACHIMANCHO,SHINJUKU,No,121000.0,No,35.45,121000,Yes,12100,Yes,1 / 2,2012,9,Iidabashi Station,5,No
3096,2DK APARTMENT,MINAMINAGASAKI,TOSHIMA,No,93000.0,No,34.0,88000,Yes,88000,Yes,7 / 8,1972,49,Ochiaiminami Nagasaki Station,7,No
3097,2DK APARTMENT,KAMITAKADA,NAKANO,No,104000.0,No,38.24,99000,Yes,0,No,1 / 3,1966,55,Ochiai Station,9,No
3098,2LDK APARTMENT,NISHIOIZUMI,NERIMA,No,88000.0,No,52.0,0,No,0,No,1 / 2,1989,32,Houya Station,10,No
3099,1K APARTMENT,NAKACHO,MEGURO,No,123000.0,No,25.66,0,No,0,No,2 / 3,2009,12,Yutenji Station,11,No
3100,1K APARTMENT,MATSUGAOKA,NAKANO,No,57500.0,No,13.24,0,No,0,No,2 / 5,1988,33,Araiyakushimae Station,15,No
3101,1LDK APARTMENT,KITAZAWA,SETAGAYA,No,240000.0,No,47.28,231000,Yes,231000,Yes,2 / 3,2018,3,Shimokitazawa Station,4,No
3102,1R APARTMENT,MITA,MEGURO,No,128000.0,No,33.39,128000,Yes,128000,Yes,2 / 3,2006,15,Ebisu Station,10,No
3103,1R APARTMENT,NIHOMBASHIKOAMICHO,CHUO,No,83000.0,No,19.18,0,No,73000,Yes,7 / 10,1980,41,Ningyouchou Station,4,No
3105,1K APARTMENT,CHIHAYA,TOSHIMA,No,80000.0,No,22.87,77000,Yes,0,No,2 / 2,2016,5,Higashi Nagasaki Station,8,No
3106,1R APARTMENT,ITABASHI,ITABASHI,No,58000.0,No,16.83,53000,Yes,0,No,3 / 5,1987,34,Shin Itabashi Station,3,No
3107,1R APARTMENT,TOYOTAMAKAMI,NERIMA,No,65000.0,No,16.48,0,No,0,No,3 / 6,1988,33,Nerima Station,5,No
3108,1LDK APARTMENT,ZOSHIGAYA,TOSHIMA,No,230000.0,No,57.3,220000,Yes,0,No,6 / 12,2020,1,Zoushigaya Station,3,No
3110,1K APARTMENT,HONGO,BUNKYO,No,128000.0,No,29.85,240000,Yes,0,No,3 / 10,2006,15,Suidoubashi Station,5,No
3111,1R APARTMENT,ASAHICHO,NERIMA,No,58000.0,No,12.53,0,No,0,No,1 / 3,2018,3,Chikatetsu Narimasu Station,7,No
3112,1LDK APARTMENT,KAMITAKADA,NAKANO,No,173000.0,No,62.19,163000,Yes,0,No,1 / 6,2007,14,Araiyakushimae Station,10,No
3113,1LDK APARTMENT,SHIROKANEDAI,MINATO,No,165000.0,No,39.33,155000,Yes,0,No,6 / 15,2004,17,Shirokanedai Station,2,No
3114,1DK APARTMENT,HIROO,SHIBUYA,No,140000.0,No,30.79,260000,Yes,0,No,2 / 11,1990,31,Hiroo Station,5,No
3115,1K APARTMENT,HIGASHISHINKOIWA,KATSUSHIKA,No,64000.0,No,21.86,0,No,0,No,3 / 3,1994,27,Shinkoiwa Station,10,No
3117,1K APARTMENT,NOGUCHICHO,HIGASHIMURAYAMA,No,63550.0,No,20.28,0,No,58000,Yes,2 / 2,2000,21,Higashimurayama Station,7,No
3118,1R APARTMENT,MINAMIOGIKUBO,SUGINAMI,No,55000.0,No,16.24,0,No,0,No,1 / 5,1987,34,Ogikubo Station,6,No
3119,1K APARTMENT,YANAGIBASHI,TAITO,No,65500.0,No,16.7,0,No,0,No,4 / 8,1964,57,Asakusabashi Station,2,No
3121,1R APARTMENT,JIYUGAOKA,MEGURO,No,127000.0,No,27.8,0,No,0,No,2 / 3,2015,6,Jiyugaoka Station,8,No
3123,1K APARTMENT,SAKAI,MUSASHINO,No,68000.0,No,19.87,0,No,0,No,1 / 2,1999,22,Musashisakai Station,13,No
3124,1K APARTMENT,NAKACHO,KOGANEI,No,70550.0,No,19.87,0,No,0,No,2 / 2,2010,11,Shin Koganei Station,8,No
3126,1R APARTMENT,NISHISUGAMO,TOSHIMA,No,66000.0,No,16.6,63000,Yes,0,No,2 / 2,1994,27,Nishigahara Yon Choume Station,1,No
3127,1R APARTMENT,SHIBAURA(2-4-CHOME),MINATO,No,73000.0,No,16.5,67000,Yes,67000,Yes,6 / 13,1980,41,Tamachi Station,8,No
3128,1R APARTMENT,YOYOGI,SHIBUYA,No,95000.0,No,25.0,89000,Yes,89000,Yes,4 / 8,1976,45,Minami Shinjuku Station,8,No
3129,1R APARTMENT,YOTSUYA,SHINJUKU,No,66000.0,No,16.24,66000,Yes,0,No,6 / 11,1979,42,Shinjuku Gyoen Mae Station,3,No
3130,2DK APARTMENT,HIGASHISHIMBASHI,MINATO,No,145000.0,No,40.46,135000,Yes,0,No,6 / 9,1981,40,Shiodome Station,5,No
3131,1K APARTMENT,NISHIAZABU,MINATO,No,170000.0,No,22.55,150000,Yes,150000,Yes,10 / 14,1979,42,Roppongi Station,7,No
3132,1K APARTMENT,EBISU,SHIBUYA,No,147000.0,No,31.68,135000,Yes,0,No,2 / 13,2009,12,Hiroo Station,9,No
3133,1LDK APARTMENT,SHIBUYA,SHIBUYA,No,111000.0,No,36.5,105000,Yes,105000,Yes,4 / 6,1974,47,Shibuya Station,5,No
3134,6K APARTMENT,KAMIOSAKI,SHINAGAWA,No,365000.0,No,180.83,680000,Yes,340000,Yes,1 / 2,1997,24,Shirokanedai Station,8,No
3135,1K APARTMENT,SETAGAYA,SETAGAYA,No,68550.0,No,15.3,0,No,0,No,1 / 2,1990,31,Setagaya Station,7,No
3137,1LDK APARTMENT,NISHIWASEDA(SONOTA),SHINJUKU,No,150000.0,No,48.21,140000,Yes,140000,Yes,6 / 11,1982,39,Omokagebashi Station,1,No
3138,1K APARTMENT,KOENJIMINAMI,SUGINAMI,No,63000.0,No,16.07,60000,Yes,0,No,2 / 2,1989,32,Nakano Station,8,No
3139,1R APARTMENT,SENZOKU,MEGURO,No,62000.0,No,14.0,0,No,62000,Yes,5 / 5,1984,37,Senzoku Station,1,No
3140,2K APARTMENT,KAMISHINOZAKI,EDOGAWA,No,84000.0,No,39.75,78000,Yes,0,No,5 / 8,1998,23,Shinozaki Station,5,No
3141,1K APARTMENT,YOCHOMACHI,SHINJUKU,No,80000.0,No,20.16,73000,Yes,73000,Yes,4 / 7,1997,24,Wakamatsu Kawada Station,6,No
3142,1R APARTMENT,HIGASHIIKEBUKURO,TOSHIMA,No,54000.0,No,15.49,0,No,0,No,2 / 2,1985,36,Mukaihara Station,9,No
3143,1R APARTMENT,TAKASAGO,KATSUSHIKA,No,65000.0,No,24.84,60000,Yes,60000,Yes,4 / 7,1996,25,Aoto Station,10,No
3144,2DK APARTMENT,NEGISHI,TAITO,No,125000.0,No,46.41,0,No,0,No,7 / 9,1988,33,Iriya Station,5,No
3145,1K APARTMENT,OI,SHINAGAWA,No,83000.0,No,25.56,0,No,0,No,1 / 2,1992,29,Oimachi Station,10,No
3146,1R APARTMENT,NISHIKATA,BUNKYO,No,73000.0,No,21.97,0,No,0,No,2 / 7,1995,26,Toudai Mae Station,3,No
3147,1R APARTMENT,MINAMINAGASAKI,TOSHIMA,No,48000.0,No,14.82,48000,Yes,0,No,4 / 4,1987,34,Higashi Nagasaki Station,5,No
3148,1K APARTMENT,ITABASHI,ITABASHI,No,82000.0,No,21.78,0,No,74000,Yes,1 / 4,2020,1,Itabashikuyakushomae Station,7,No
3149,1K APARTMENT,MINAMIMAGOME,OTA,No,82170.0,No,24.12,0,No,72000,Yes,1 / 5,1992,29,Omori Station,11,No
3150,1R APARTMENT,AKASAKA,MINATO,No,78000.0,No,15.52,72000,Yes,72000,Yes,4 / 7,1978,43,Akasaka Station,5,No
3151,1R APARTMENT,OYAGUCHI KAMICHO,ITABASHI,No,52000.0,No,15.63,0,No,0,No,2 / 2,1993,28,Nakaitabashi Station,9,No
3153,1LDK APARTMENT,MINAMIDAIRA,HINO,No,79000.0,No,37.7,0,No,0,No,1 / 2,2008,13,Minamidaira Station,2,No
3154,1K APARTMENT,HONCHO,HACHIOJI,No,45000.0,No,22.14,0,No,0,No,4 / 5,1992,29,Hachioji Station,14,No
3155,3LDK APARTMENT,MIHORICHO,AKISHIMA,No,96000.0,No,69.0,0,No,0,No,2 / 3,1995,26,Seibu Tajikawa Station,9,No
3156,1LDK APARTMENT,TSUKIJI,CHUO,No,210000.0,No,64.33,198000,Yes,0,No,4 / 12,2000,21,Tsukiji Station,5,No
3157,1K APARTMENT,ROPPONGI,MINATO,No,161000.0,No,30.54,0,No,0,No,5 / 13,2003,18,Roppongi-itchome Station,2,No
3158,1R APARTMENT,AMANUMA,SUGINAMI,No,62000.0,No,18.0,59000,Yes,59000,Yes,1 / 2,1994,27,Asagaya Station,10,No
3159,2DK APARTMENT,ASAKUSABASHI,TAITO,No,126000.0,No,41.0,0,No,0,No,4 / 9,1977,44,Kuramae Station,3,No
3160,2LDK APARTMENT,MEGURO,MEGURO,No,170000.0,No,49.57,340000,Yes,0,No,5 / 6,1995,26,Meguro Station,12,No
3161,1K APARTMENT,KATAMACHI,FUCHU,No,63000.0,No,21.15,57000,Yes,57000,Yes,2 / 6,1999,22,Bubaigawara Station,7,No
3162,2DK APARTMENT,SANNO,OTA,No,130000.0,No,42.75,260000,Yes,0,No,3 / 5,1986,35,Omori Station,5,No
3163,1R APARTMENT,NIHOMBASHINAKASU,CHUO,No,72000.0,No,20.79,66000,Yes,66000,Yes,4 / 8,1988,33,Suitengumae Station,6,No
3164,1R APARTMENT,HIGASHITAMAGAWA,SETAGAYA,No,55000.0,No,16.5,50000,Yes,0,No,2 / 4,1986,35,Denenchoufu Station,4,No
3165,1K APARTMENT,YAHO,KUNITACHI,No,61000.0,No,23.18,0,No,0,No,1 / 3,2012,9,Yaho Station,6,No
3166,1R APARTMENT,KITAZAWA,SETAGAYA,No,87000.0,No,25.0,87000,Yes,87000,Yes,1 / 2,1992,29,Ikenoue Station,2,No
3167,2DK APARTMENT,NISHINIPPORI,ARAKAWA,No,105000.0,No,39.69,0,No,0,No,3 / 5,1974,47,Nishinippori Station,4,No
3169,1K APARTMENT,TAMAGAWA,SETAGAYA,No,52000.0,No,21.3,50000,Yes,50000,Yes,2 / 2,1963,58,Futako-Tamagawa Station,7,No
3170,2LDK APARTMENT,NISHIKOIWA,EDOGAWA,No,114000.0,No,49.5,106000,Yes,106000,Yes,8 / 13,1990,31,Koiwa Station,3,No
3172,3LDK APARTMENT,TOYOSU,KOTO,No,319000.0,No,73.27,301000,Yes,301000,Yes,19 / 20,2015,6,Shin Toyosu Station,9,No
3173,1R APARTMENT,TAKADANOBABA,SHINJUKU,No,63000.0,No,11.5,0,No,0,No,1 / 2,2010,11,Shimoochiai Station,7,No
3174,1K APARTMENT,SENDAGI,BUNKYO,No,90000.0,No,30.33,85000,Yes,85000,Yes,2 / 11,1996,25,Sendagi Station,1,No
3176,1K APARTMENT,KICHIJOJI HONCHO,MUSASHINO,No,81000.0,No,19.79,75000,Yes,0,No,10 / 11,1995,26,Kichijouji Station,3,No
3177,3LDK HOUSE,TAKANAWA,MINATO,No,288000.0,No,77.52,576000,Yes,288000,Yes,Not Available,1994,27,Shirokane-takanawa Station,7,No
3179,1K APARTMENT,SHISHIBONE,EDOGAWA,No,60000.0,No,19.95,57000,Yes,0,No,1 / 2,2011,10,Shinozaki Station,10,No
3180,1K APARTMENT,SHINJUKU,SHINJUKU,No,112000.0,No,20.43,208000,Yes,104000,Yes,9 / 11,2009,12,Shinjukusanchoume Station,6,No
3181,1K APARTMENT,RYOGOKU,SUMIDA,No,125000.0,No,31.4,0,No,0,No,12 / 12,2002,19,Ryogoku Station,3,No
3182,1K APARTMENT,NAGASAKI,TOSHIMA,No,62000.0,No,18.6,60000,Yes,60000,Yes,1 / 2,1991,30,Higashi Nagasaki Station,7,No
3183,1R APARTMENT,KITAMI,SETAGAYA,No,58500.0,No,18.04,52000,Yes,0,No,4 / 4,1988,33,Kitami Station,2,No
3185,4LDK APARTMENT,SEKIMACHIHIGASHI,NERIMA,No,165000.0,No,82.25,159000,Yes,0,No,3 / 3,1989,32,Kamishakujii Station,8,No
3186,1R APARTMENT,NAKAMURAMINAMI,NERIMA,No,78000.0,No,18.13,0,No,0,No,3 / 3,2016,5,Saginomiya Station,7,No
3187,1K APARTMENT,SHINTOMI,CHUO,No,86500.0,No,20.9,80000,Yes,80000,Yes,2 / 10,2002,19,Hacchoubori Station,4,No
3188,1LDK APARTMENT,HIRAKAWACHO,CHIYODA,No,176000.0,No,37.24,168000,Yes,0,No,2 / 5,2001,20,Nagatacho Station,5,No
3189,1R APARTMENT,KAMIYAMACHO,SHIBUYA,No,78000.0,No,14.34,73000,Yes,0,No,4 / 5,1985,36,Shibuya Station,9,No
3190,1K APARTMENT,KAMIMEGURO,MEGURO,No,77000.0,No,20.0,75000,Yes,75000,Yes,2 / 2,1997,24,Nakameguro Station,7,No
3191,2LDK APARTMENT,SUGAMO,TOSHIMA,No,412000.0,No,103.71,400000,Yes,0,No,4 / 5,2020,1,Sugamo Station,5,No
3193,1R APARTMENT,KAMIIKEBUKURO,TOSHIMA,No,60000.0,No,15.93,0,No,0,No,1 / 6,1992,29,Kita Ikebukuro Station,4,No
3194,1LDK APARTMENT,TOYOSU,KOTO,No,197000.0,No,55.53,189000,Yes,0,No,9 / 24,2008,13,Toyosu Station,9,No
3195,1K APARTMENT,HAIJIMACHO,AKISHIMA,No,44540.0,No,20.28,0,No,0,No,1 / 2,2000,21,Haijima Station,20,No
3196,1R APARTMENT,SHIMO,KITA,No,55000.0,No,17.0,0,No,0,No,2 / 2,1986,35,Shimo Station,7,No
3197,2LDK APARTMENT,AOBADAI,MEGURO,No,305000.0,No,51.83,290000,Yes,290000,Yes,3 / 3,2014,7,Nakameguro Station,8,No
3198,2DK APARTMENT,OTSUKA,BUNKYO,No,94000.0,No,42.5,0,No,0,No,3 / 7,1982,39,Shinotsuka Station,3,No
3199,1K APARTMENT,MATSUGAYA,TAITO,No,74000.0,No,24.0,71000,Yes,71000,Yes,4 / 4,1978,43,Iriya Station,4,No
3201,1R APARTMENT,NAKAJUKU,ITABASHI,No,61000.0,No,22.1,0,No,0,No,1 / 4,1978,43,Itabashikuyakushomae Station,4,No
3202,1R APARTMENT,HIGASHIYAMA,MEGURO,No,82000.0,No,16.1,78000,Yes,0,No,3 / 5,1982,39,Ikejiriohashi Station,1,No
3203,1K APARTMENT,OJIMA,KOTO,No,93000.0,No,26.0,139500,Yes,0,No,2 / 3,1994,27,Nishiojima Station,4,No
3204,1R APARTMENT,SHINJUKU,SHINJUKU,No,85000.0,No,21.18,79000,Yes,79000,Yes,8 / 11,1984,37,Shinjuku Gyoen Mae Station,5,No
3205,1K APARTMENT,NAKAROKUGO,OTA,No,56000.0,No,22.0,0,No,0,No,1 / 2,1990,31,Zōshiki Station,4,No
3206,1R APARTMENT,HIGASHIIKEBUKURO,TOSHIMA,No,56000.0,No,10.49,0,No,0,No,2 / 2,2010,11,Mukaihara Station,4,No
3207,2DK APARTMENT,TAKAIDOHIGASHI,SUGINAMI,No,105000.0,No,42.72,100000,Yes,100000,Yes,2 / 2,1989,32,Hamadayama Station,10,No
3208,1LDK APARTMENT,YUSHIMA,BUNKYO,No,179000.0,No,40.61,169000,Yes,0,No,4 / 15,2006,15,Ochanomizu Station,8,No
3209,2DK APARTMENT,NOGUCHICHO,HIGASHIMURAYAMA,No,75000.0,No,50.5,75000,Yes,0,No,1 / 2,1993,28,Higashimurayama Station,6,No
3210,1R APARTMENT,WASEDA TSURUMAKICHO,SHINJUKU,No,65000.0,No,16.53,59000,Yes,59000,Yes,2 / 8,1994,27,Waseda Station,5,No
3211,1DK APARTMENT,HAKUSAN(2-5-CHOME),BUNKYO,No,104000.0,No,27.56,94000,Yes,0,No,2 / 12,1999,22,Hakusan Station,1,No
3212,2DK APARTMENT,TAKAIDOHIGASHI,SUGINAMI,No,105000.0,No,42.72,0,No,0,No,1 / 2,1989,32,Hamadayama Station,10,No
3214,1R APARTMENT,HAKUSAN(2-5-CHOME),BUNKYO,No,55000.0,No,15.83,50000,Yes,0,No,1 / 5,1983,38,Hakusan Station,10,No
3215,1R APARTMENT,NAKAGAWA,ADACHI,No,52000.0,No,18.28,0,No,0,No,1 / 4,1987,34,Kameari Station,10,No
3217,1LDK APARTMENT,SHIMOCHIAI,SHINJUKU,No,130000.0,No,52.89,120000,Yes,0,No,1 / 2,1961,60,Shimoochiai Station,10,No
3218,2DK APARTMENT,HOZUKACHO,ADACHI,No,58000.0,No,40.92,53000,Yes,0,No,4 / 5,1982,39,Rokucho Station,13,No
3219,1R APARTMENT,EBISU,SHIBUYA,No,80000.0,No,22.3,78000,Yes,0,No,3 / 4,1970,51,Ebisu Station,9,No
3220,1K APARTMENT,KICHIJOJI HIGASHICHO,MUSASHINO,No,72000.0,No,18.63,70000,Yes,0,No,1 / 2,1999,22,Kichijouji Station,10,No
3221,1LDK APARTMENT,SHINKAWA,CHUO,No,159000.0,Yes,32.6,149000,Yes,149000,Yes,8 / 14,2003,18,Hacchoubori Station,5,No
3222,1K APARTMENT,SHIMOTAKAIDO,SUGINAMI,No,52000.0,No,16.5,52000,Yes,0,No,2 / 2,1978,43,Kamikitazawa Station,11,No
3223,2DK APARTMENT,SHIMOMEGURO,MEGURO,No,140000.0,No,43.0,134000,Yes,0,No,3 / 5,1990,31,Fudoumae Station,7,No
3224,1R APARTMENT,TODOROKI,SETAGAYA,No,80000.0,No,22.35,78000,Yes,78000,Yes,2 / 2,1965,56,Todoroki Station,5,No
3225,3DK APARTMENT,KAMIKITAZAWA,SETAGAYA,No,138000.0,No,53.46,133000,Yes,0,No,1 / 5,1974,47,Kamikitazawa Station,3,No
3226,2DK HOUSE,HORINOCHI,SUGINAMI,No,100000.0,No,39.74,97000,Yes,0,No,Not Available,1994,27,Shin Koenji Station,10,No
3227,2DK APARTMENT,NISHINAKANOBU,SHINAGAWA,No,200000.0,No,55.7,0,No,0,No,4 / 8,2000,21,Togoshiginza Station,7,No
3228,1K APARTMENT,TAMAGAWA,OTA,No,75000.0,No,21.24,69000,Yes,69000,Yes,1 / 6,2006,15,Yaguchinowatashi Station,3,No
3229,1LDK HOUSE,SHINOZAKIMACHI,EDOGAWA,No,93000.0,No,45.13,0,No,0,No,Not Available,1973,48,Shinozaki Station,8,No
3230,1K APARTMENT,SENKAWA,TOSHIMA,No,60000.0,No,16.29,0,No,0,No,3 / 4,1986,35,Senkawa Station,6,No
3231,1R APARTMENT,SENDAGI,BUNKYO,No,75000.0,No,17.3,74000,Yes,74000,Yes,7 / 9,1977,44,Nishinippori Station,7,No
3233,1R APARTMENT,NOGATA,NAKANO,No,45500.0,No,12.82,44000,Yes,0,No,1 / 2,1990,31,Nogata Station,7,No
3234,2DK APARTMENT,NAKAMEGURO,MEGURO,No,154000.0,No,43.19,149000,Yes,149000,Yes,2 / 6,1992,29,Nakameguro Station,5,No
3235,1LDK APARTMENT,AKATSUTSUMI,SETAGAYA,No,135000.0,No,45.79,0,No,0,No,1 / 3,1998,23,Shimotakaido Station,5,No
3236,1K APARTMENT,MORISHITA,KOTO,No,97000.0,No,21.96,89000,Yes,0,No,11 / 14,2010,11,Morishita Station,4,No
3237,2DK APARTMENT,KITAMACHI,NERIMA,No,110000.0,No,46.75,105000,Yes,105000,Yes,3 / 3,1996,25,Heiwadai Station,8,No
3238,3DK HOUSE,NISHISHINKOIWA,KATSUSHIKA,No,91000.0,No,45.36,0,No,0,No,Not Available,1983,38,Shinkoiwa Station,9,No
